i,j,k,Alt_Si3N4,Anc_Si3N4,lambda,n_eff,A_eff,lambda_nm
3,6,1,0.4,1.3333333333333333,1.0568367346938774,1.7879570997255672,4.608793316179735e-13,1056.8367346938774
3,6,2,0.4666666666666667,1.3333333333333333,1.0568367346938774,1.8220845256683504,4.919148092630132e-13,1056.8367346938774
3,6,3,0.5333333333333333,1.3333333333333333,1.0568367346938774,1.8479655692875754,5.27036660254927e-13,1056.8367346938774
3,6,4,0.6000000000000001,1.3333333333333333,1.0568367346938774,1.8677236738844747,5.644305815362896e-13,1056.8367346938774
3,6,5,0.6666666666666667,1.3333333333333333,1.0568367346938774,1.8833435344555236,6.036524715835286e-13,1056.8367346938774
3,6,6,0.7333333333333334,1.3333333333333333,1.0568367346938774,1.8956742389236974,6.434267024478333e-13,1056.8367346938774
3,6,7,0.8,1.3333333333333333,1.0568367346938774,1.9057656764793645,6.844200476805029e-13,1056.8367346938774
3,6,8,0.8666666666666667,1.3333333333333333,1.0568367346938774,1.9140095286292504,7.257337227370848e-13,1056.8367346938774
3,6,9,0.9333333333333333,1.3333333333333333,1.0568367346938774,1.9209238944444653,7.678177871938511e-13,1056.8367346938774
3,6,10,1.0,1.3333333333333333,1.0568367346938774,1.9266676654470716,8.098196956699891e-13,1056.8367346938774
3,7,1,0.4,1.5,1.0568367346938774,1.7961449292116765,5.071492990122395e-13,1056.8367346938774
3,7,2,0.4666666666666667,1.5,1.0568367346938774,1.8301632082931285,5.417337423894301e-13,1056.8367346938774
3,7,3,0.5333333333333333,1.5,1.0568367346938774,1.8559709430671334,5.809109110944586e-13,1056.8367346938774
3,7,4,0.6000000000000001,1.5,1.0568367346938774,1.8756638692931296,6.224370411491647e-13,1056.8367346938774
3,7,5,0.6666666666666667,1.5,1.0568367346938774,1.891223913510008,6.658487343294582e-13,1056.8367346938774
3,7,6,0.7333333333333334,1.5,1.0568367346938774,1.903514283210284,7.099585381600541e-13,1056.8367346938774
3,7,7,0.8,1.5,1.0568367346938774,1.9135692491230047,7.553498989248932e-13,1056.8367346938774
3,7,8,0.8666666666666667,1.5,1.0568367346938774,1.9217793002138994,8.010168198807596e-13,1056.8367346938774
3,7,9,0.9333333333333333,1.5,1.0568367346938774,1.9286700203862697,8.476115476505263e-13,1056.8367346938774
3,7,10,1.0,1.5,1.0568367346938774,1.9343921251963012,8.940713818199032e-13,1056.8367346938774
3,8,1,0.4,1.6666666666666665,1.0568367346938774,1.8019919952811185,5.540154528028452e-13,1056.8367346938774
3,8,2,0.4666666666666667,1.6666666666666665,1.0568367346938774,1.8359438299047106,5.922872740286025e-13,1056.8367346938774
3,8,3,0.5333333333333333,1.6666666666666665,1.0568367346938774,1.8616942273592874,6.354559895488217e-13,1056.8367346938774
3,8,4,0.6000000000000001,1.6666666666666665,1.0568367346938774,1.8813406990061956,6.811292941931374e-13,1056.8367346938774
3,8,5,0.6666666666666667,1.6666666666666665,1.0568367346938774,1.8968638403204965,7.288397257626126e-13,1056.8367346938774
3,8,6,0.7333333333333334,1.6666666666666665,1.0568367346938774,1.909123377674433,7.772749208615361e-13,1056.8367346938774
3,8,7,0.8,1.6666666666666665,1.0568367346938774,1.9191524629287928,8.270945344919908e-13,1056.8367346938774
3,8,8,0.8666666666666667,1.6666666666666665,1.0568367346938774,1.9273417277525386,8.772094566303235e-13,1056.8367346938774
3,8,9,0.9333333333333333,1.6666666666666665,1.0568367346938774,1.9342142374857088,9.283221918908692e-13,1056.8367346938774
3,8,10,1.0,1.6666666666666665,1.0568367346938774,1.9399210312365007,9.792780117045662e-13,1056.8367346938774
3,9,1,0.4,1.8333333333333333,1.0568367346938774,1.80634645817402,6.015696510287481e-13,1056.8367346938774
3,9,2,0.4666666666666667,1.8333333333333333,1.0568367346938774,1.8402520659976218,6.436448828505811e-13,1056.8367346938774
3,9,3,0.5333333333333333,1.8333333333333333,1.0568367346938774,1.8659555679337525,6.907664603391216e-13,1056.8367346938774
3,9,4,0.6000000000000001,1.8333333333333333,1.0568367346938774,1.8855672726676802,7.40624200013959e-13,1056.8367346938774
3,9,5,0.6666666666666667,1.8333333333333333,1.0568367346938774,1.9010649651412102,7.927322971632685e-13,1056.8367346938774
3,9,6,0.7333333333333334,1.8333333333333333,1.0568367346938774,1.913299900056688,8.454991855575704e-13,1056.8367346938774
3,9,7,0.8,1.8333333333333333,1.0568367346938774,1.923309802686046,8.997954469537198e-13,1056.8367346938774
3,9,8,0.8666666666666667,1.8333333333333333,1.0568367346938774,1.9314848401022018,9.544471692377288e-13,1056.8367346938774
3,9,9,0.9333333333333333,1.8333333333333333,1.0568367346938774,1.9383429042651545,1.0101021054701037e-12,1056.8367346938774
3,9,10,1.0,1.8333333333333333,1.0568367346938774,1.9440383918344868,1.0656069666940186e-12,1056.8367346938774
3,10,1,0.4,2.0,1.0568367346938774,1.8097391846676034,6.50675694932509e-13,1056.8367346938774
3,10,2,0.4666666666666667,2.0,1.0568367346938774,1.8435932480569446,6.96352358195464e-13,1056.8367346938774
3,10,3,0.5333333333333333,2.0,1.0568367346938774,1.869262422623976,7.475991687517332e-13,1056.8367346938774
3,10,4,0.6000000000000001,2.0,1.0568367346938774,1.8888451067320893,8.017097386931778e-13,1056.8367346938774
3,10,5,0.6666666666666667,2.0,1.0568367346938774,1.9043169758867602,8.581656963425263e-13,1056.8367346938774
3,10,6,0.7333333333333334,2.0,1.0568367346938774,1.9165343481067727,9.154167207616704e-13,1056.8367346938774
3,10,7,0.8,2.0,1.0568367346938774,1.9265287391290722,9.742803911863354e-13,1056.8367346938774
3,10,8,0.8666666666666667,2.0,1.0568367346938774,1.9346896231834703,1.0334729270695083e-12,1056.8367346938774
3,10,9,0.9333333333333333,2.0,1.0568367346938774,1.9415376626251302,1.0938169104208473e-12,1056.8367346938774
3,10,10,1.0,2.0,1.0568367346938774,1.9472241158448664,1.153967362879827e-12,1056.8367346938774
4,1,1,0.4,0.5,1.0677551020408163,1.5731477306919184,3.496921171941153e-13,1067.7551020408162
4,1,2,0.4666666666666667,0.5,1.0677551020408163,1.6059736846342456,3.562189876498115e-13,1067.7551020408162
4,1,3,0.5333333333333333,0.5,1.0677551020408163,1.6321822424278025,3.7142641704511635e-13,1067.7551020408162
4,1,4,0.6000000000000001,0.5,1.0677551020408163,1.6525613495894693,3.900654234078641e-13,1067.7551020408162
4,1,5,0.6666666666666667,0.5,1.0677551020408163,1.6687863805701906,4.10780520043207e-13,1067.7551020408162
4,1,6,0.7333333333333334,0.5,1.0677551020408163,1.6819391101278072,4.334966519435053e-13,1067.7551020408162
4,1,7,0.8,0.5,1.0677551020408163,1.6927543996667065,4.572910236273318e-13,1067.7551020408162
4,1,8,0.8666666666666667,0.5,1.0677551020408163,1.7015673405546137,4.813638367866939e-13,1067.7551020408162
4,1,9,0.9333333333333333,0.5,1.0677551020408163,1.7091092432801491,5.067617567277508e-13,1067.7551020408162
4,1,10,1.0,0.5,1.0677551020408163,1.7153759307042273,5.321622684223549e-13,1067.7551020408162
4,2,1,0.4,0.6666666666666666,1.0677551020408163,1.6737413808657053,3.276101621696635e-13,1067.7551020408162
4,2,2,0.4666666666666667,0.6666666666666666,1.0677551020408163,1.708474598873134,3.4255940510783555e-13,1067.7551020408162
4,2,3,0.5333333333333333,0.6666666666666666,1.0677551020408163,1.7352604923748267,3.6247378615864443e-13,1067.7551020408162
4,2,4,0.6000000000000001,0.6666666666666666,1.0677551020408163,1.7558348732815658,3.846847751618252e-13,1067.7551020408162
4,2,5,0.6666666666666667,0.6666666666666666,1.0677551020408163,1.772150387604537,4.0849737084579014e-13,1067.7551020408162
4,2,6,0.7333333333333334,0.6666666666666666,1.0677551020408163,1.7851442259559458,4.333770815472189e-13,1067.7551020408162
4,2,7,0.8,0.6666666666666666,1.0677551020408163,1.7957957417746193,4.59208496241134e-13,1067.7551020408162
4,2,8,0.8666666666666667,0.6666666666666666,1.0677551020408163,1.8044960311182057,4.853192984444312e-13,1067.7551020408162
4,2,9,0.9333333333333333,0.6666666666666666,1.0677551020408163,1.8118407421779048,5.122906576729151e-13,1067.7551020408162
4,2,10,1.0,0.6666666666666666,1.0677551020408163,1.8179431537007618,5.392479929473885e-13,1067.7551020408162
4,3,1,0.4,0.8333333333333333,1.0677551020408163,1.724968430568548,3.467827825898858e-13,1067.7551020408162
4,3,2,0.4666666666666667,0.8333333333333333,1.0677551020408163,1.7598641740762282,3.6637746018166957e-13,1067.7551020408162
4,3,3,0.5333333333333333,0.8333333333333333,1.0677551020408163,1.786432540137498,3.897440300278844e-13,1067.7551020408162
4,3,4,0.6000000000000001,0.8333333333333333,1.0677551020408163,1.806814307881431,4.15359300059687e-13,1067.7551020408162
4,3,5,0.6666666666666667,0.8333333333333333,1.0677551020408163,1.8229833485773903,4.4266511980247765e-13,1067.7551020408162
4,3,6,0.7333333333333334,0.8333333333333333,1.0677551020408163,1.8357536326320485,4.705305761581499e-13,1067.7551020408162
4,3,7,0.8,0.8333333333333333,1.0677551020408163,1.8462334117574093,4.99457378753857e-13,1067.7551020408162
4,3,8,0.8666666666666667,0.8333333333333333,1.0677551020408163,1.8548123884909185,5.287698565216613e-13,1067.7551020408162
4,3,9,0.9333333333333333,0.8333333333333333,1.0677551020408163,1.8620023899801863,5.58658517446913e-13,1067.7551020408162
4,3,10,1.0,0.8333333333333333,1.0677551020408163,1.8679875865786104,5.885878577076233e-13,1067.7551020408162
4,4,1,0.4,1.0,1.0677551020408163,1.7544328909424614,3.8127149336342893e-13,1067.7551020408162
4,4,2,0.4666666666666667,1.0,1.0677551020408163,1.789097689122448,4.044484407069405e-13,1067.7551020408162
4,4,3,0.5333333333333333,1.0,1.0677551020408163,1.8155080882143555,4.31749237218999e-13,1067.7551020408162
4,4,4,0.6000000000000001,1.0,1.0677551020408163,1.835708254389988,4.611244328174305e-13,1067.7551020408162
4,4,5,0.6666666666666667,1.0,1.0677551020408163,1.851689261778182,4.920726491758033e-13,1067.7551020408162
4,4,6,0.7333333333333334,1.0,1.0677551020408163,1.8643390819628374,5.237565610386151e-13,1067.7551020408162
4,4,7,0.8,1.0,1.0677551020408163,1.87469917759473,5.564682993078116e-13,1067.7551020408162
4,4,8,0.8666666666666667,1.0,1.0677551020408163,1.8831611897115739,5.894386441880906e-13,1067.7551020408162
4,4,9,0.9333333333333333,1.0,1.0677551020408163,1.8902738887800858,6.231878929792884e-13,1067.7551020408162
4,4,10,1.0,1.0,1.0677551020408163,1.896183722878494,6.56878948464793e-13,1067.7551020408162
4,5,1,0.4,1.1666666666666665,1.0677551020408163,1.772425309022816,4.21484732992564e-13,1067.7551020408162
4,5,2,0.4666666666666667,1.1666666666666665,1.0677551020408163,1.8069611483523438,4.483619252815902e-13,1067.7551020408162
4,5,3,0.5333333333333333,1.1666666666666665,1.0677551020408163,1.8332318984721325,4.794755669491544e-13,1067.7551020408162
4,5,4,0.6000000000000001,1.1666666666666665,1.0677551020408163,1.853310340995444,5.127366337031073e-13,1067.7551020408162
4,5,5,0.6666666666666667,1.1666666666666665,1.0677551020408163,1.8691924659625503,5.476725388655582e-13,1067.7551020408162
4,5,6,0.7333333333333334,1.1666666666666665,1.0677551020408163,1.8817539365450613,5.833211254050376e-13,1067.7551020408162
4,5,7,0.8,1.1666666666666665,1.0677551020408163,1.8920384929313914,6.200732494907361e-13,1067.7551020408162
4,5,8,0.8666666666666667,1.1666666666666665,1.0677551020408163,1.9004401799290336,6.570947307370415e-13,1067.7551020408162
4,5,9,0.9333333333333333,1.1666666666666665,1.0677551020408163,1.9074977916067777,6.949346456684785e-13,1067.7551020408162
4,5,10,1.0,1.1666666666666665,1.0677551020408163,1.913361089070486,7.326901392495871e-13,1067.7551020408162
4,6,1,0.4,1.3333333333333333,1.0677551020408163,1.7843067021686043,4.650964278205472e-13,1067.7551020408162
4,6,2,0.4666666666666667,1.3333333333333333,1.0677551020408163,1.8187511542175858,4.95790718157366e-13,1067.7551020408162
4,6,3,0.5333333333333333,1.3333333333333333,1.0677551020408163,1.8449095497822923,5.307044103908198e-13,1067.7551020408162
4,6,4,0.6000000000000001,1.3333333333333333,1.0677551020408163,1.8649027461909218,5.679765275213985e-13,1067.7551020408162
4,6,5,0.6666666666666667,1.3333333333333333,1.0677551020408163,1.8807217120460216,6.071272606012063e-13,1067.7551020408162
4,6,6,0.7333333333333334,1.3333333333333333,1.0677551020408163,1.8932181509094115,6.468640161844005e-13,1067.7551020408162
4,6,7,0.8,1.3333333333333333,1.0677551020408163,1.9034519944255006,6.87847621926231e-13,1067.7551020408162
4,6,8,0.8666666666666667,1.3333333333333333,1.0677551020408163,1.9118161392701771,7.291687949142392e-13,1067.7551020408162
4,6,9,0.9333333333333333,1.3333333333333333,1.0677551020408163,1.9188342249940706,7.712722182761035e-13,1067.7551020408162
4,6,10,1.0,1.3333333333333333,1.0677551020408163,1.9246667076371944,8.133063844709965e-13,1067.7551020408162
4,7,1,0.4,1.5,1.0677551020408163,1.7926632786725647,5.114949424894074e-13,1067.7551020408162
4,7,2,0.4666666666666667,1.5,1.0677551020408163,1.826996928036282,5.457098764841104e-13,1067.7551020408162
4,7,3,0.5333333333333333,1.5,1.0677551020408163,1.8530809022847683,5.846614864894397e-13,1067.7551020408162
4,7,4,0.6000000000000001,1.5,1.0677551020408163,1.8730074072866076,6.260483730443423e-13,1067.7551020408162
4,7,5,0.6666666666666667,1.5,1.0677551020408163,1.8887648691702084,6.693705055808235e-13,1067.7551020408162
4,7,6,0.7333333333333334,1.5,1.0677551020408163,1.9012199280141566,7.134298897711319e-13,1067.7551020408162
4,7,7,0.8,1.5,1.0677551020408163,1.9114162079913375,7.587980193078017e-13,1067.7551020408162
4,7,8,0.8666666666666667,1.5,1.0677551020408163,1.9197454405772358,8.044577928815478e-13,1067.7551020408162
4,7,9,0.9333333333333333,1.5,1.0677551020408163,1.9267391673921985,8.510604183971425e-13,1067.7551020408162
4,7,10,1.0,1.5,1.0677551020408163,1.9325492654151164,8.975406386204178e-13,1067.7551020408162
4,8,1,0.4,1.6666666666666665,1.0677551020408163,1.7986319620964424,5.585354530892742e-13,1067.7551020408162
4,8,2,0.4666666666666667,1.6666666666666665,1.0677551020408163,1.8328983061641115,5.964119093314687e-13,1067.7551020408162
4,8,3,0.5333333333333333,1.6666666666666665,1.0677551020408163,1.8589237296417773,6.393340300102415e-13,1067.7551020408162
4,8,4,0.6000000000000001,1.6666666666666665,1.0677551020408163,1.8788026318899587,6.848509702080793e-13,1067.7551020408162
4,8,5,0.6666666666666667,1.6666666666666665,1.0677551020408163,1.8945222058601272,7.324570042008356e-13,1067.7551020408162
4,8,6,0.7333333333333334,1.6666666666666665,1.0677551020408163,1.9069455201687429,7.808285045609776e-13,1067.7551020408162
4,8,7,0.8,1.6666666666666665,1.0677551020408163,1.917115123704072,8.30612939382083e-13,1067.7551020408162
4,8,8,0.8666666666666667,1.6666666666666665,1.0677551020408163,1.9254229179355338,8.807096892036767e-13,1067.7551020408162
4,8,9,0.9333333333333333,1.6666666666666665,1.0677551020408163,1.9323978301494806,9.318196180305568e-13,1067.7551020408162
4,8,10,1.0,1.6666666666666665,1.0677551020408163,1.9381921015650723,9.827859765285528e-13,1067.7551020408162
4,9,1,0.4,1.8333333333333333,1.0677551020408163,1.8030776397717583,6.06296761786528e-13,1067.7551020408162
4,9,2,0.4666666666666667,1.8333333333333333,1.0677551020408163,1.8372971854132512,6.479526982492782e-13,1067.7551020408162
4,9,3,0.5333333333333333,1.8333333333333333,1.0677551020408163,1.8632745443947638,6.948039879904885e-13,1067.7551020408162
4,9,4,0.6000000000000001,1.8333333333333333,1.0677551020408163,1.883117780014372,7.444886192594361e-13,1067.7551020408162
4,9,5,0.6666666666666667,1.8333333333333333,1.0677551020408163,1.8988112478854646,7.964800724585001e-13,1067.7551020408162
4,9,6,0.7333333333333334,1.8333333333333333,1.0677551020408163,1.9112091767570476,8.491696306249338e-13,1067.7551020408162
4,9,7,0.8,1.8333333333333333,1.0677551020408163,1.9213589963222626,9.03419957974932e-13,1067.7551020408162
4,9,8,0.8666666666666667,1.8333333333333333,1.0677551020408163,1.9296521313725128,9.580450589738126e-13,1067.7551020408162
4,9,9,0.9333333333333333,1.8333333333333333,1.0677551020408163,1.9366120935299596,1.013686955932968e-12,1067.7551020408162
4,9,10,1.0,1.8333333333333333,1.0677551020408163,1.942394673798309,1.069194011532318e-12,1067.7551020408162
4,10,1,0.4,2.0,1.0677551020408163,1.8065418376866382,6.556397169802757e-13,1067.7551020408162
4,10,2,0.4666666666666667,2.0,1.0677551020408163,1.84070868891382,7.008637409638729e-13,1067.7551020408162
4,10,3,0.5333333333333333,2.0,1.0677551020408163,1.8666509663825066,7.518200916458961e-13,1067.7551020408162
4,10,4,0.6000000000000001,2.0,1.0677551020408163,1.886464389774977,8.057402547827594e-13,1067.7551020408162
4,10,5,0.6666666666666667,2.0,1.0677551020408163,1.9021312385279803,8.620631806564637e-13,1067.7551020408162
4,10,6,0.7333333333333334,2.0,1.0677551020408163,1.9145110967176604,9.19225947939113e-13,1067.7551020408162
4,10,7,0.8,2.0,1.0677551020408163,1.9246449082469717,9.780331950373376e-13,1067.7551020408162
4,10,8,0.8666666666666667,2.0,1.0677551020408163,1.9329234044369619,1.0371882824037166e-12,1067.7551020408162
4,10,9,0.9333333333333333,2.0,1.0677551020408163,1.939873020856952,1.0975113315046915e-12,1067.7551020408162
4,10,10,1.0,2.0,1.0677551020408163,1.9456462554807252,1.157656145424828e-12,1067.7551020408162
5,1,1,0.4,0.5,1.078673469387755,1.5661086194368756,3.592847410220535e-13,1078.6734693877552
5,1,2,0.4666666666666667,0.5,1.078673469387755,1.5989575117645487,3.6460696122723037e-13,1078.6734693877552
5,1,3,0.5333333333333333,0.5,1.078673469387755,1.6253070124710816,3.793030804389204e-13,1078.6734693877552
5,1,4,0.6000000000000001,0.5,1.078673469387755,1.6458446736854457,3.976957487016716e-13,1078.6734693877552
5,1,5,0.6666666666666667,0.5,1.078673469387755,1.6622200378178948,4.1829874672477037e-13,1078.6734693877552
5,1,6,0.7333333333333334,0.5,1.078673469387755,1.6755231760671958,4.410478470876608e-13,1078.6734693877552
5,1,7,0.8,0.5,1.078673469387755,1.6864723249427933,4.649246790719506e-13,1078.6734693877552
5,1,8,0.8666666666666667,0.5,1.078673469387755,1.6953987786685454,4.891039192321921e-13,1078.6734693877552
5,1,9,0.9333333333333333,0.5,1.078673469387755,1.7030489221718836,5.146738602881604e-13,1078.6734693877552
5,1,10,1.0,0.5,1.078673469387755,1.7094083041218822,5.402578118669288e-13,1078.6734693877552
5,2,1,0.4,0.6666666666666666,1.078673469387755,1.6680369641598167,3.3353034907602254e-13,1078.6734693877552
5,2,2,0.4666666666666667,0.6666666666666666,1.078673469387755,1.703024709176377,3.480090578386397e-13,1078.6734693877552
5,2,3,0.5333333333333333,0.6666666666666666,1.078673469387755,1.7300689765370036,3.6771305686719326e-13,1078.6734693877552
5,2,4,0.6000000000000001,0.6666666666666666,1.078673469387755,1.7508727943078315,3.898373400420576e-13,1078.6734693877552
5,2,5,0.6666666666666667,0.6666666666666666,1.078673469387755,1.7673870848771156,4.136328134395905e-13,1078.6734693877552
5,2,6,0.7333333333333334,0.6666666666666666,1.078673469387755,1.780553723522242,4.385594047846683e-13,1078.6734693877552
5,2,7,0.8,0.6666666666666666,1.078673469387755,1.7913547627188353,4.644705269205908e-13,1078.6734693877552
5,2,8,0.8666666666666667,0.6666666666666666,1.078673469387755,1.8001814786604415,4.90679225029147e-13,1078.6734693877552
5,2,9,0.9333333333333333,0.6666666666666666,1.078673469387755,1.8076381556202519,5.177774204987477e-13,1078.6734693877552
5,2,10,1.0,0.6666666666666666,1.078673469387755,1.8138362673981878,5.448725206588159e-13,1078.6734693877552
5,3,1,0.4,0.8333333333333333,1.078673469387755,1.72016737244579,3.515644992516593e-13,1078.6734693877552
5,3,2,0.4666666666666667,0.8333333333333333,1.078673469387755,1.7553652513938798,3.7081304687724007e-13,1078.6734693877552
5,3,3,0.5333333333333333,0.8333333333333333,1.078673469387755,1.7822069243001846,3.939952228344795e-13,1078.6734693877552
